long,racial_group,index,unclear,correct
"i feel that if i was in a camp in the north that i could be a [unclear]better[/unclear] in uso army. because being in a place where i would be treated by the civilians more like a soilder and there would not be as much preduices as there is here in the south and would make me feel that i would [unclear]relly[/unclear] have more to fight for. but, when i go to town here, and buses run by southern whites drivers try to stuff colored soilders in the back and then put white soilders in the front and we are fighting for the same thing that stuff and no where especially when i think all soilders should get along together as more like brothers, and no be run of streets at 11 o clock like we ar.",black,2812,[unclear]relly[/unclear],really
"since we are fighting and in training for the same [unclear]hopeful[/unclear]why must we especially soldiers be sagarated in busses , trains, and all manner of transportation that are set a side for our convenience",black,2814,[unclear]hopeful[/unclear],hopeful
"well i've been here for a short time and i think my captain is a square-shooter. i wish i could get in n. y. state though, being in 2nd c[unclear]orp[/unclear] area would make me feel better while in the army.",black,2839,[unclear]orp[/unclear],corp
"as a soldier hardy able to keep up but i feel it my duty. i [unclear]hope[/unclear] we the fair thinking men of this country can have a better understanding after the war to  this a country  races regardless to creed to live. at present let us get war minded but after the war let get home strait, but since we all was caught asleep let us forget predijuce[prejudice] now and the same coporation we are giving will lead us to victory and give us a heaven on earth grand old usa so let us go forward uniteded we stand divided we fall",black,2849,[unclear]hope[/unclear],hope
the first thing this camp treats the colored  soldiers  bad. for instance it is just like being in georgia someplace. the colored can't do this or that right in camp. and i think that is dirty. for the white soldiers are no better than us.  i thought the government would at lead to something about that. seeing that he is not doing nothing for the colored outside. at least he can stop the  [unclear]fimerrel[/unclear] her in his own camp. keep the colored boys in the north that came from the north. don't try to send them as far south as you can. for i think that is dirty. do something. ,black,2853,[unclear]fimerrel[/unclear],
i think all men 36 or [unclear]older[/unclear] should be in a [unclear]different[/unclear] job.,black,2858,[unclear]older[/unclear],older
i think all men 36 or [unclear]older[/unclear] should be in a [unclear]different[/unclear] job.,black,2858,[unclear]different[/unclear],different
well i   dont have the   with ' ' ' ' ' ' i would like to    we [unclear]count[/unclear] go hom after [unclear]them[/unclear] we do ,black,2866,[unclear]count[/unclear],
well i   dont have the   with ' ' ' ' ' ' i would like to    we [unclear]count[/unclear] go hom after [unclear]them[/unclear] we do ,black,2866,[unclear]them[/unclear],them
consider this question carefully and suggestions made be  by [unclear]ones[/unclear] in authority.,black,2867,[unclear]ones[/unclear],ones
i think we should not do any thing on saturday and [unclear]lago[/unclear] more chances to go home more regularly.,black,2869,[unclear]lago[/unclear],
"i do think that this questionnaire is giving every man a fair chance to express his feelings to the war declaration on how he feel about the world war no 2 and if a man dont say what he think and believe he is classed very [unclear]low[/unclear], men is not usuals given this chance to explore their feelings to such great  often. end i hope that this thought is left with all of the [unclear]offices[/unclear]in the war department.",black,2872,[unclear]low[/unclear],low
"i do think that this questionnaire is giving every man a fair chance to express his feelings to the war declaration on how he feel about the world war no 2 and if a man dont say what he think and believe he is classed very [unclear]low[/unclear], men is not usuals given this chance to explore their feelings to such great  often. end i hope that this thought is left with all of the [unclear]offices[/unclear]in the war department.",black,2872,[unclear]offices[/unclear],officers
the company commander is unfair. he does not allow us a possible chance. they first sargent is likewise. most of the non coms are unfairly. if i could go back home in my state i would make a better soldier. is there any chance of being transfered back to my home state? the food is [unclear]suitable[/unclear] but we dont get enough and the mess sargant is unreasonable. why cant we get weekend passes when we are entitled to them. the company commander is very man.,black,2877,[unclear]suitable[/unclear],suitable
you know this is a good questionnaire if all of world come out right and i am hoping every day that everybody will be the [unclear]same[/unclear] all over the world. i think  should get a chance to what they know. i think [unclear]if[/unclear] man that give his life have a right say what he think about all over world.,black,2881,[unclear]same[/unclear],same
you know this is a good questionnaire if all of world come out right and i am hoping every day that everybody will be the [unclear]same[/unclear] all over the world. i think  should get a chance to what they know. i think [unclear]if[/unclear] man that give his life have a right say what he think about all over world.,black,2881,[unclear]if[/unclear],if
the army mabel a healthy man out of you tuery man in american have a right to fight and a right for [unclear]rill[/unclear] of speech,black,2884,[unclear]rill[/unclear],will
"i think all the soldiers should be more interested in religion. most white people here seems to [unclear]have[/unclear] the feeling toward a [unclear]negro[/unclear] as being less than a dog. if a negro is , the laws can find out who did it and carry him to , as well as they can carry a negro to  for killing a white person. i think negro's should have good training before they go in the fighting zone first like the white person instead of as much [unclear]work[/unclear], and not much training. unless they  to stay on this",black,2899,[unclear]have[/unclear],have
"i think all the soldiers should be more interested in religion. most white people here seems to [unclear]have[/unclear] the feeling toward a [unclear]negro[/unclear] as being less than a dog. if a negro is , the laws can find out who did it and carry him to , as well as they can carry a negro to  for killing a white person. i think negro's should have good training before they go in the fighting zone first like the white person instead of as much [unclear]work[/unclear], and not much training. unless they  to stay on this",black,2899,[unclear]negro[/unclear],negro
"i think all the soldiers should be more interested in religion. most white people here seems to [unclear]have[/unclear] the feeling toward a [unclear]negro[/unclear] as being less than a dog. if a negro is , the laws can find out who did it and carry him to , as well as they can carry a negro to  for killing a white person. i think negro's should have good training before they go in the fighting zone first like the white person instead of as much [unclear]work[/unclear], and not much training. unless they  to stay on this",black,2899,[unclear]work[/unclear],work
from the questionnaire i have answered the thing i wish for the chance for the negro to be be better than was in the last past [unclear]year[/unclear] i would like the white people think that a negro are not as good as other and will not give our colard children chance for school why should you white people if not better thire will be a war between the negro and the white when it is over with the japs and germans so you better do wright and try to live with the people.,black,2913,[unclear]year[/unclear],year
dear sir i think that this is a very good idea. for my [unclear]peopl[/unclear] to think and can see just what just what is really is going on and how their commissioning officer feel about the negro race and it give me a big opportunity to express my mind and thought to direct them in [unclear]indirect[/unclear] that is what i like about the questionnaire that have been given to us. thank you so much,black,2918,[unclear]peopl[/unclear],people
dear sir i think that this is a very good idea. for my [unclear]peopl[/unclear] to think and can see just what just what is really is going on and how their commissioning officer feel about the negro race and it give me a big opportunity to express my mind and thought to direct them in [unclear]indirect[/unclear] that is what i like about the questionnaire that have been given to us. thank you so much,black,2918,[unclear]indirect[/unclear],indirect
"we are color soldiers and soldiers like the white why can't we all have the same p.x.s, service club, go to the same theater, sit in the same [unclear]seats[/unclear]. we are as human why can't be [unclear]treat[/unclear] as human not like dog. why can't color soldier ride on the bus with white and sit any where he found  sits if a color soldier is qualify for a certain job. why can't he get that job. but in most case, he can be qualify them would'n get the job. why can't we have our color girls working p.x.s like they have in white p.x.s.",black,2927,[unclear]seats[/unclear],seats
"we are color soldiers and soldiers like the white why can't we all have the same p.x.s, service club, go to the same theater, sit in the same [unclear]seats[/unclear]. we are as human why can't be [unclear]treat[/unclear] as human not like dog. why can't color soldier ride on the bus with white and sit any where he found  sits if a color soldier is qualify for a certain job. why can't he get that job. but in most case, he can be qualify them would'n get the job. why can't we have our color girls working p.x.s like they have in white p.x.s.",black,2927,[unclear]treat[/unclear],treat
the army as a hole should be the bettered for the colored soldier's espicially transportation protection in the north i don't think that the war department know how some of the troops are treated in the south. after we are treeted so bad in our [unclear]own[/unclear] country why should we feel like fighting for it,black,2936,[unclear]own[/unclear],own
"i think that when a man is in the army of the united states if he is color or white that he should have the same chance as the other and should be giving the same privileges. some of the army theaters seperate the soldiers colored on one side and they have to use the side door, buss that run in the camp were the color soldiers have to stand in the back or sit in the back, and some want ever stop. p.x. where a color soldier may go in to buy something and they refuse to sell him telling him where there is a color p.x. i think that if a white soldier can buy in a color p.x. when they want the color should be able to buy in any p.x. i think that when things like that go on in a camp of the united states army it is rather hard for a color soldier to feel that he has a country or care weather and america rules or any other [unclear]nationaltie[/unclear].",black,2946,[unclear]nationaltie[/unclear],nationality
if we live as a [unclear]world[/unclear] together we will [unclear]meld[/unclear]. to keep  is only breeding trouble in the years and generations to come.,black,2947,[unclear]world[/unclear],world
if we live as a [unclear]world[/unclear] together we will [unclear]meld[/unclear]. to keep  is only breeding trouble in the years and generations to come.,black,2947,[unclear]meld[/unclear],meld
i don't think we are getting a . sometime we get treated all right and sometime we get treated bad. [unclear]they work[/unclear] us  they don't feed us good they half feed us. our company commander don't treated us right. he wont [want] to chach [catch] snake and rabbit. that is not right we are not here for that we are in here to win a war not to chach [catch] snake,black,2955,[unclear]they work[/unclear],they work
"the question is very good. my ideal about the war is we are in it and  it got to win. if we don't win our country is lost, and what we had [unclear]be hand[/unclear] [beforehand] is lost.",black,2959,[unclear]be hand[/unclear],
first i must say is this at least wher[where] the man is  i hope [unclear] will [/unclear]    and not be treat like dag[dog] because the white people treat us like  and dag[dog] that why i don't like the south and i like the north and  to do  and not what we    be good to the u.s. nation fight for them and died for them a,black,2967,[unclear] will [/unclear],will
"this group of our could be a damn good + hard hitting outfit if it could get fair + [unclear]unbiased[/unclear] treatment from its officer + non commission officer instead they continue to have a friction   both officers, non-com's + soldiers instead of having a united group of man + officers working together for the benefit of winning this war. that the man should get food well prepared not garbage + cold meal [unclear]and[/unclear] that all the time because the army support itself on its strength + strength is [unclear]contrived[/unclear] by good food + fair treatment + ability to make it a pleasure to  be here + do his part for the country  [unclear]lives[/unclear] + gets his means of support.",black,2969,[unclear]unbiased[/unclear],unbiased
"this group of our could be a damn good + hard hitting outfit if it could get fair + [unclear]unbiased[/unclear] treatment from its officer + non commission officer instead they continue to have a friction   both officers, non-com's + soldiers instead of having a united group of man + officers working together for the benefit of winning this war. that the man should get food well prepared not garbage + cold meal [unclear]and[/unclear] that all the time because the army support itself on its strength + strength is [unclear]contrived[/unclear] by good food + fair treatment + ability to make it a pleasure to  be here + do his part for the country  [unclear]lives[/unclear] + gets his means of support.",black,2969,[unclear]and[/unclear],and
"this group of our could be a damn good + hard hitting outfit if it could get fair + [unclear]unbiased[/unclear] treatment from its officer + non commission officer instead they continue to have a friction   both officers, non-com's + soldiers instead of having a united group of man + officers working together for the benefit of winning this war. that the man should get food well prepared not garbage + cold meal [unclear]and[/unclear] that all the time because the army support itself on its strength + strength is [unclear]contrived[/unclear] by good food + fair treatment + ability to make it a pleasure to  be here + do his part for the country  [unclear]lives[/unclear] + gets his means of support.",black,2969,[unclear]contrived[/unclear],contrived
"this group of our could be a damn good + hard hitting outfit if it could get fair + [unclear]unbiased[/unclear] treatment from its officer + non commission officer instead they continue to have a friction   both officers, non-com's + soldiers instead of having a united group of man + officers working together for the benefit of winning this war. that the man should get food well prepared not garbage + cold meal [unclear]and[/unclear] that all the time because the army support itself on its strength + strength is [unclear]contrived[/unclear] by good food + fair treatment + ability to make it a pleasure to  be here + do his part for the country  [unclear]lives[/unclear] + gets his means of support.",black,2969,[unclear]lives[/unclear],lives
"pertaining to question 51, my ideal is when our people go after anything they never stick to-gether.  the bus situation is very fair under the circumstances but i don't think it should be.  my opinions about the camps is that northern boys be sent either north or west. because it is fairly hard to get yourself ad-justed to the south. pertaining to question 51, my ideal is when our people go after anything they [unclear]never?[/unclear] stick together.  the bus situation is very fair under the cirumstances  i don't think it should be.  my opinion about the camps is that north- boys be sent either north or west. because it is fairly hard to get yourself  to south.",black,2970,[unclear]never?[/unclear],never
as a whole we are not being treated as humans. some like slave & animals. if we can't do and take part any different  of life why just give us a flag and country of our own. then you'll be free of us. we as negro folk suffered enought.  the whole thing in a nut shell is that we have forgot or teaching we have thrown aside the most important thing in life. we have for got who has made it possible for us to live and carry on as men and women of the [unclear]blood[/unclear] land of our through aside the ten commandment and last we have forgot god consequently as a whole our being punished. now lets get back to god back to his discipline and our country will glisten with the radiant glow of love. god and love,black,2981,[unclear]blood[/unclear],
i am hoping that these question that i have answered will not throw any [unclear]refliction[/unclear] or hold any thing against my race of people.,black,2991,[unclear]refliction[/unclear],reflection
i wont say that i dont like the army because i do a little but i think a man can take the training without being [unclear]doged[/unclear] around about some one else  in fact for   some person left undone,black,2996,[unclear]doged[/unclear],dodged
 the man come to th ward [unclear]but[/unclear] in the war is [unclear]theese[/unclear] must to do  to see me to ,black,3005,[unclear]but[/unclear],but
 the man come to th ward [unclear]but[/unclear] in the war is [unclear]theese[/unclear] must to do  to see me to ,black,3005,[unclear]theese[/unclear],these
the reason i don't feel that what  serving in the army is  that the negro's are not treated   the constitution of the united states. negro's do not have equal . on the other hand if i [unclear]america[/unclear] don't win this war we will all be slaves to hitler. if i knew that my  would be treated better after the war i would not feel i have done my part in vain.,black,3007,[unclear]america[/unclear],america
"i think the examination boards should be more fair in examining me for armed forces. men sent in the army not in good physical shape, are going to be as capable as a man in physical shape [unclear]the)[/unclear] as much work is expected of the man in poor physical shape as the man in good physical shape. with him not being able to do as much as the next soldier he is continually catching hell from sgts. and lts. they give him hell because his is a soldiers and is supposed to do it because he is supposed to be a good physical soldier i am not saying it because it is the same case with me but there are hundreds of cases throughout negro army camps, and some thing should be done about it. some men on limited service could do more in war jobs than in the army.",black,3009,[unclear]the)[/unclear],
"this questionnaire would be ok if the war department would make arrangements for the colored soldiers in the south to get just treat and have those civilians bought to justice that [unclear]over[/unclear] [unclear]seen[/unclear] them, and they could also stop that jim crow on city buses and [unclear]training[/unclear].",black,3027,[unclear]over[/unclear],oversee
"this questionnaire would be ok if the war department would make arrangements for the colored soldiers in the south to get just treat and have those civilians bought to justice that [unclear]over[/unclear] [unclear]seen[/unclear] them, and they could also stop that jim crow on city buses and [unclear]training[/unclear].",black,3027,[unclear]seen[/unclear],
"this questionnaire would be ok if the war department would make arrangements for the colored soldiers in the south to get just treat and have those civilians bought to justice that [unclear]over[/unclear] [unclear]seen[/unclear] them, and they could also stop that jim crow on city buses and [unclear]training[/unclear].",black,3027,[unclear]training[/unclear],training
in my outfit as far as i [unclear]am[/unclear][unclear]concerned[/unclear] the  soldiers are treated pretty . about the bus lines they a fairly good just the idea of being in the south makes a  boy feel bad no matter how he is treated. as for a   every one feels like it is his duty to fight whether he is in the south or ,black,3028,[unclear]am[/unclear],am
in my outfit as far as i [unclear]am[/unclear][unclear]concerned[/unclear] the  soldiers are treated pretty . about the bus lines they a fairly good just the idea of being in the south makes a  boy feel bad no matter how he is treated. as for a   every one feels like it is his duty to fight whether he is in the south or ,black,3028,,concerned
my only comment is [unclear]i[/unclear] [unclear]hope [/unclear] the war brings both the colored an white [unclear]man[/unclear] closer together,black,3032,[unclear]i[/unclear],i
my only comment is [unclear]i[/unclear] [unclear]hope [/unclear] the war brings both the colored an white [unclear]man[/unclear] closer together,black,3032,[unclear]hope [/unclear],hope
my only comment is [unclear]i[/unclear] [unclear]hope [/unclear] the war brings both the colored an white [unclear]man[/unclear] closer together,black,3032,[unclear]man[/unclear],man
a talk with the president it would be  very interesting   to see and talk to the president. i will ask him many questions about the war and my home [unclear]farm[/unclear]. it looks as if food is getting short and something be done.i thang i can do good  here and at home.,black,3040,[unclear]farm[/unclear],farm
"the getting along of the white and the negro seem to slow the progress of [unclear]history[/unclear] for in civilian life, if the negro was given the right job he would be able to do as the white are doing and that is he will be able to ""buy bonds"" as he wish then at the close of the war they can say ""we have done our share."" the negro is doing as much as he can now but he wish to do more and he can but if given a sufficient [unclear]job[/unclear] to do so. in many cases the white will not permit the negro to have big jobs in order to help the war effort and educate his children as he wish. what this country need is education and only the white get so much as they want. the negro want it but can't get it. i hope after the war things will be better for the negro. my idea is the white and negro should be the same.",black,3042,[unclear]history[/unclear],history
"the getting along of the white and the negro seem to slow the progress of [unclear]history[/unclear] for in civilian life, if the negro was given the right job he would be able to do as the white are doing and that is he will be able to ""buy bonds"" as he wish then at the close of the war they can say ""we have done our share."" the negro is doing as much as he can now but he wish to do more and he can but if given a sufficient [unclear]job[/unclear] to do so. in many cases the white will not permit the negro to have big jobs in order to help the war effort and educate his children as he wish. what this country need is education and only the white get so much as they want. the negro want it but can't get it. i hope after the war things will be better for the negro. my idea is the white and negro should be the same.",black,3042,[unclear]job[/unclear],job
this questionnaire will be [unclear]perfect [/unclear] if it is [unclear]forced[/unclear] to do so. it is a lot of things that you can express your feelings upon. i think that it could make a good  if it had at least a possible .,black,3063,[unclear]perfect [/unclear],perfect
this questionnaire will be [unclear]perfect [/unclear] if it is [unclear]forced[/unclear] to do so. it is a lot of things that you can express your feelings upon. i think that it could make a good  if it had at least a possible .,black,3063,[unclear]forced[/unclear],forced
i have one comments it about [unclear]furglows [furloughs][/unclear] i haven't had but one since i ben [been] in the army. ,black,3067,[unclear]furglows [furloughs][/unclear],furloughs
i think that this was a very good it to let the men to think about some thing this questionnaire was [unclear]some...[/unclear] to learn about,black,3095,[unclear]some...[/unclear],something
some of the thing in this questionnaire [unclear]are right[/unclear] and some of them were not all right. because the white people do not give a color man [unclear]for a [/unclear] soldier a chance [unclear]each them with[/unclear] and forget all about them.,black,3104,[unclear]are right[/unclear],are right
some of the thing in this questionnaire [unclear]are right[/unclear] and some of them were not all right. because the white people do not give a color man [unclear]for a [/unclear] soldier a chance [unclear]each them with[/unclear] and forget all about them.,black,3104,[unclear]for a [/unclear],for a
some of the thing in this questionnaire [unclear]are right[/unclear] and some of them were not all right. because the white people do not give a color man [unclear]for a [/unclear] soldier a chance [unclear]each them with[/unclear] and forget all about them.,black,3104,[unclear]each them with[/unclear],each them with
why is the negro hafter to fight and don't have [unclear]no[/unclear] [unclear]power[/unclear].,black,3133,[unclear]no[/unclear],no
why is the negro hafter to fight and don't have [unclear]no[/unclear] [unclear]power[/unclear].,black,3133,[unclear]power[/unclear],power
the [unclear]bus[/unclear] leave are bad. and [unclear]pepper[/unclear] in   white call you nigg   for a  you don't have a chance at all to talk. if you do you will be shot,black,3135,[unclear]bus[/unclear],bus
the [unclear]bus[/unclear] leave are bad. and [unclear]pepper[/unclear] in   white call you nigg   for a  you don't have a chance at all to talk. if you do you will be shot,black,3135,[unclear]pepper[/unclear],pepper
i think miss. is and awful bad place for col. troops because in miss. you see all the things that apply to hitlerism and therefore you don't see what you have to fight for. same things that go on [unclear]are[/unclear] unbearable. don't see what you expect a col. soldier to do with that kind of environment except think a lot different about a lot of things. if you take col. soldiers out of the south i think they would do better. i think miss. is and awful bad place for cal. troops because in miss. you see all the things that apply to hitlerism and the [unclear]uefar[/unclear] you don't see what you have to fight for. some things that go on are unbearable & don't see what you expect a cal. soldier to do with that kind of envirement excpet think a lot different about a lot of things. if you take cal. soldiers out of the south i think they would do better.,black,3138,[unclear]are[/unclear],are 
i think miss. is and awful bad place for col. troops because in miss. you see all the things that apply to hitlerism and therefore you don't see what you have to fight for. same things that go on [unclear]are[/unclear] unbearable. don't see what you expect a col. soldier to do with that kind of environment except think a lot different about a lot of things. if you take col. soldiers out of the south i think they would do better. i think miss. is and awful bad place for cal. troops because in miss. you see all the things that apply to hitlerism and the [unclear]uefar[/unclear] you don't see what you have to fight for. some things that go on are unbearable & don't see what you expect a cal. soldier to do with that kind of envirement excpet think a lot different about a lot of things. if you take cal. soldiers out of the south i think they would do better.,black,3138,[unclear]uefar[/unclear],
1 why is the survey put out for [unclear] workers [/unclear]. if you can read a [unclear] you can see into it. 2 how can a man express his own opinions of these questions when you already have the answer there for you to check. it ain't for our benefit no more than it is for yours. 3 when these things get to where they are going they all be thrown in the fire. 4 for my part k would fill it out because i am hear fighting for my life and my family at home. 5 i wish the next time this comes out you will have something better to offer has a man or as a soldier,black,3191,[unclear] workers [/unclear],workers
i think if white would be  then they are  color solder [soldier] would feel more better and they would [unclear]mine[/unclear] try to help the win the war but the way it is now the seem as the they don't give a dam weather they help us out and the white solder get a way of cal the color solder names and then they expect us to help to win the war like that your take if a color solder get the train the look they are afrad to sit by him act like a color solder is poison in some camp white get furlough to go home if they have only been there about 3 month and in camp  don't get one  take one i think after a solder take his base of training i think he is intilly [entitled] to a furlough about 5 day any way,black,3212,[unclear]mine[/unclear],mind
i want to go to florida to [unclear]macdill field to be sloian for the durasks[/unclear] are the army i do hope the war will soon be over so i can go back to my family.,black,3221,[unclear]macdill field to be sloian for the durasks[/unclear],
"we are all citizens of the united states. why can't we all train and fight together, give the negro a equal opportunity to share his ability. when we be come to realize what is going on in our on country get to gether a [unclear]serve[/unclear] our on problem, then we all can feel that we are getting a equal chances a negro chances has been so slim in most cases he doesn't even know what he should fight about it is only one thing he could have in mind that i have a mother [unclear]and[/unclear] a father, wife a child and etc. that is the only thing they he has in mind is to protect them then he begin to think on the other side of the fence. i am a negro i don't have a equal cance as a white man has it is many places i am not allowed to go a learned different things that the white has a different opportunity. we might be lucky to get some equipment up come a white man an take it away for the negro use it for him self",black,3245,[unclear]serve[/unclear],solve
"we are all citizens of the united states. why can't we all train and fight together, give the negro a equal opportunity to share his ability. when we be come to realize what is going on in our on country get to gether a [unclear]serve[/unclear] our on problem, then we all can feel that we are getting a equal chances a negro chances has been so slim in most cases he doesn't even know what he should fight about it is only one thing he could have in mind that i have a mother [unclear]and[/unclear] a father, wife a child and etc. that is the only thing they he has in mind is to protect them then he begin to think on the other side of the fence. i am a negro i don't have a equal cance as a white man has it is many places i am not allowed to go a learned different things that the white has a different opportunity. we might be lucky to get some equipment up come a white man an take it away for the negro use it for him self",black,3245,[unclear]and[/unclear],and
why is the white people dislike the colord people. we have to ride in the back of buses go to the back of most public place. have to do all the dirty work on the jobs wich we is able to get. cant get a favor from them. some [unclear]places[/unclear] they dont even sale any thing. why is some things they say they dont sale to colored people they want give them a good enogh job to make a good line why is that most place the color people have to pay cash for what they buy a white man can buy most any thing on stallment but we cant us colord people,black,3249,[unclear]places[/unclear],places
i just don't think the negroes have been treated right here i don't think they should have to fight for the white peoples rights and i believe that after this war it will be the same if not worse i know that i have never did anything to [unclear]gofon[/unclear] or any other state to have to fight for,black,3256,[unclear]gofon[/unclear],
"we have swell liutenants. most of our nomcoms act pretty mean. i feel that i am a man and should be treated as one and not as a a child. that is why so many soldiers do wrong in the army it is the [unclear]negro's[/unclear]  colored fellows are not given fair rights on the camp buses, i don't think it is right as a soldier we are doing our best and should be given just treatment.",black,3257,[unclear]negro's[/unclear],negros
"gentlemen: a white man shouldn't have no more right than a negro this time gentlemen the u.s. negro will [unclear]survive this[/unclear] and if they are treated like they was the last time it going to be a war right here in the u.s.a. that is a war is coming and nobody can stop it and i am sure the negro will win it will come in the future if negroes are not treated to their privilege, it is no different a white man is a man so is a negro mentally physical a negro has much as a white man it no different any way you take that jim crow is man stuff like that not call for he has no more right to kill a white man so a white man would have no right to kill him every race is considered somebody except the negro for instant if these chinamen they are dark and they are considering somebody if i must say a rattlesnake give a warning before he strike and may god have mercy on your poor soul that my oppinion [opinion] positively:",black,3260,[unclear]survive this[/unclear],survive this
the [unclear]nocom.[/unclear] here are thugs and not soldier down here. they curse and run you all the the time for nothing at all. you never have any time of to relax ten minutes [unclear]through[/unclear] sunday to sunday the food they cook make every body sick at times they don't give you enough to eat rather than give it to us they let it go to waste the cooks are dirty and were nasty cloths all the time while cooking,black,3262,[unclear]nocom.[/unclear],noncoms
the [unclear]nocom.[/unclear] here are thugs and not soldier down here. they curse and run you all the the time for nothing at all. you never have any time of to relax ten minutes [unclear]through[/unclear] sunday to sunday the food they cook make every body sick at times they don't give you enough to eat rather than give it to us they let it go to waste the cooks are dirty and were nasty cloths all the time while cooking,black,3262,[unclear]through[/unclear],through
the reason why [unclear]i[/unclear] rather be in some other  are not being treated as we should be the  non  officers that we have do not treat us like we are soldiers. they treat us like we are not human beings if i could i would like to be transferred back to the reception center where i was inducted from some of the non  are very good but the most of them are terrible. dont care what we do they are never pleased what  do. never get any praise for it. i know we are not being treated as we should lots more i could say,black,3274,[unclear]i[/unclear],i
i have ben in the army 11 months and i cant get a filaw are a 3 day pass corise i have ben a [unclear]wen[/unclear] 2 times but is is [unclear]menspane[/unclear] did the same thing and have went home and can get a pass vp town and it is just at times can only gat to go to town. i have a wife. i wood like to see her just as bad as any body alce i dont do no bader thin any one alce here. but i cant get no break here i have ben a private evry sence i have ben in the army not hade a chance to make my thay alce if it is any way i can get a better gaub i will take one out on the [unclear]faind[/unclear] are a defence jab it will be all wrile so thank yal very much. it is all my company comander falt,black,3276,[unclear]wen[/unclear],
i have ben in the army 11 months and i cant get a filaw are a 3 day pass corise i have ben a [unclear]wen[/unclear] 2 times but is is [unclear]menspane[/unclear] did the same thing and have went home and can get a pass vp town and it is just at times can only gat to go to town. i have a wife. i wood like to see her just as bad as any body alce i dont do no bader thin any one alce here. but i cant get no break here i have ben a private evry sence i have ben in the army not hade a chance to make my thay alce if it is any way i can get a better gaub i will take one out on the [unclear]faind[/unclear] are a defence jab it will be all wrile so thank yal very much. it is all my company comander falt,black,3276,[unclear]menspane[/unclear],
i have ben in the army 11 months and i cant get a filaw are a 3 day pass corise i have ben a [unclear]wen[/unclear] 2 times but is is [unclear]menspane[/unclear] did the same thing and have went home and can get a pass vp town and it is just at times can only gat to go to town. i have a wife. i wood like to see her just as bad as any body alce i dont do no bader thin any one alce here. but i cant get no break here i have ben a private evry sence i have ben in the army not hade a chance to make my thay alce if it is any way i can get a better gaub i will take one out on the [unclear]faind[/unclear] are a defence jab it will be all wrile so thank yal very much. it is all my company comander falt,black,3276,[unclear]faind[/unclear],
will & cant undirstand what it is that we ar a combact [unclear]unit[/unclear] and can not harley git pass to town and when we go to town we ar treated like dog the m.p. get drunk and start hitting and lives the [unclear]lead[/unclear] some time the solder is in[unclear] rough[/unclear] but mostly the m.p. andwhin the report come in it is all ways the solder.,black,3287,[unclear]unit[/unclear],unit
will & cant undirstand what it is that we ar a combact [unclear]unit[/unclear] and can not harley git pass to town and when we go to town we ar treated like dog the m.p. get drunk and start hitting and lives the [unclear]lead[/unclear] some time the solder is in[unclear] rough[/unclear] but mostly the m.p. andwhin the report come in it is all ways the solder.,black,3287,[unclear]lead[/unclear],
will & cant undirstand what it is that we ar a combact [unclear]unit[/unclear] and can not harley git pass to town and when we go to town we ar treated like dog the m.p. get drunk and start hitting and lives the [unclear]lead[/unclear] some time the solder is in[unclear] rough[/unclear] but mostly the m.p. andwhin the report come in it is all ways the solder.,black,3287,[unclear] rough[/unclear],rough
soldiers of both negroes and white should have separate [unclear]pxs[/unclear] and service clubs because they will not get along in the front. i can't see why we all can't git along. we supposed to be fighting for the same thing.,black,3300,[unclear]pxs[/unclear],pxs
i like for every soldier in the army to get the [unclear]analysis[/unclear] of these questionnaires so that they will know how the others are thinking.,black,3302,[unclear]analysis[/unclear],analysis
i did not want to come to the army when i came but now that i am here i intend to make the best of it. i dont love the army nor any part of it but i find it is a [unclear]man builder[/unclear]. i am  of and when i leave here i will indebted to the army for the fine body they gave me. i have never felt that it was not my duty to fight but i never realized the idea of fighting because i would hate to kill. if i can remain and be of any help not killing men i will be happy. i am not afraid of dying but i don't want to kill.,black,3306,[unclear]man builder[/unclear],man builder
"sir i'm a soldier from the [unclear]west [/unclear]and i'm down south and i'm not [unclear]uesy[/unclear] of this treatment and i think it is a very poor of showing [unclear]demorcry [/unclear]down here. treat negro soldiers as if they were dogs or some kind of animals why can't we have the same treatment as white soldiers after all we are fighting for the same thing arn't we, sometimes i wonder what are we the negro soldier fighting for, and i would rather be in the north than south. do not understand",black,3307,[unclear]west [/unclear],west
"sir i'm a soldier from the [unclear]west [/unclear]and i'm down south and i'm not [unclear]uesy[/unclear] of this treatment and i think it is a very poor of showing [unclear]demorcry [/unclear]down here. treat negro soldiers as if they were dogs or some kind of animals why can't we have the same treatment as white soldiers after all we are fighting for the same thing arn't we, sometimes i wonder what are we the negro soldier fighting for, and i would rather be in the north than south. do not understand",black,3307,[unclear]uesy[/unclear],used
"sir i'm a soldier from the [unclear]west [/unclear]and i'm down south and i'm not [unclear]uesy[/unclear] of this treatment and i think it is a very poor of showing [unclear]demorcry [/unclear]down here. treat negro soldiers as if they were dogs or some kind of animals why can't we have the same treatment as white soldiers after all we are fighting for the same thing arn't we, sometimes i wonder what are we the negro soldier fighting for, and i would rather be in the north than south. do not understand",black,3307,[unclear]demorcry [/unclear],democracy
