"","row","text","response_type","outfits"
"4197",874,"on question 8 i think the commissioned officers could be a lot better also a lot of them do  their job as serious as they should, also think as they are a officer they can make you do any thing they want to, also as some can  on to things as quick as other they get extra detail, i do  that is right. i also think this war should be fought to the end, if we do  will have the same trouble in a few years as for the whites and negro i think we should all have the same chance, as i think neither one is more than the other","white_long","['They should be together in the same outfits']"
"4198",875,"i believe that peace should be declared now as the longer the war last the more bitter each side will become. i do lieve the average soldier wants to fight. why should one solder want to shoot a soldier he has n before! we are to easily led by a fanatic then by common sense and the bible.","white_long","['They should be in separate outfits']"
"4199",876,"i do  haus mach good it dos. this and what porpus is","white_long","['They should be in separate outfits']"
"4200",877,"question 24 - a soldier can  that his job is worth while if he is a welder and they make a medical soldier out of him which he knows nothing about","white_long","['They should be in separate outfits']"
"4201",878,"this questionnaire  asks some real facts about the army with some real questions in it. it asks questions about negro and whites being together thats  a good question.","white_long","['They should be in separate outfits']"
"4202",880,"none.","white_long","['They should be in separate outfits']"
"4203",881,"we have to live in tents and it is cold & dissagreeabl","white_long","['They should be in separate outfits']"
"4204",882,"negro an white people may differ in their ways of thinking an have there own idea of living ideals, also seem to enjoy themselve more when with their own class of people. an how i like army life is because i must like it as a duty an must fulfill it to the best of my ability","white_long","['They should be in separate outfits']"
"4205",883,"i think they should have questions on how your living conditions are, such as bathing, toilets, and eating","white_long","['They should be in separate outfits']"
"4206",884,"i think this questionnaire is very good for the soldier boys.","white_long","['They should be in separate outfits']"
"4207",885,"so far i think the army has treated me fair & square. i have learned much & i intend to learn more. i notice a great deal of question that deal on the colored race. i think they should be entirely separate with white men training them. my belief that some day if a negro is  in his place there will be a war between the blacks & whites. since this country enjoys all the rights of freedom it would be hard to clamp down on them but better than have a conflict which is against the policy of our nation.","white_long","['They should be in separate outfits']"
"4208",886,"i think it is a very good idea about this questionnaire. it ought to help the people and soldiers during and after the war.","white_long","['They should be in separate outfits']"
"4209",892,"commenting on question 48: we should talk peace if they desire, but keep our armed forces to maximum capacity to keep any chance of further war from their minds.","white_long","['They should be in separate outfits']"
"4210",893,"what good does it do to let certain persons answer these question airs why  whole camp.","white_long","['They should be together in the same outfits']"
"4211",896,"as for myself i would rather be in a army camp in the south for it would be nearer my home and the weather is better in the south.","white_long","['They should be in separate outfits']"
"4212",897,"there is  to comment on because i think the questions in this questionnaire are put in a frank & foreward way. and it also gives you a way to express yourself.","white_long","['They should be in separate outfits']"
"4213",898,"have better living conditions. have a chance to get home once in a while.","white_long","['They should be in separate outfits']"
"4214",899,"the non-coms are very good to  up till the first sergeant he is . i also do  the idea when we go on sick call every hour we miss we make up 2 at night in the kitchen. also our p.x. is  nice and is too far away from our company. i do  the train connections when going home on a week-end pass or furlough. i think when a soldier is sick but  enough for the hospital he should be given a slip showing that he should stay in bed all the time because when doing regular work he just gets worse and ends up with pneumonia or something.","white_long","['They should be in separate outfits']"
"4215",900," made","white_long","['They should be in separate outfits']"
"4216",901,"i believe this questionnaire is one of the best idea to express your opinion  afraid of having shit detail every time you open. why do  them more often and give us our chance to tell you what we think. you would understand the need of the soldier better. i hope we have more of these","white_long","['They should be in separate outfits']"
"4217",902,"i think a soldier should be stationed near home if he is  with duty overseas in my opinion that is the main complaint. being away from loved ones. in some parts of the country we have nothing to do. the town is too small & the people, especially in the south are against the soldier from the north. instead of being proud they look down on the soldier. in town the prices are about twice as much as they would ordinarily cost transportation to a large city is terrible. instead of 8 hours to get home by train it takes about 14 so we have about 8 hours here once every two months.","white_long","['They should be in separate outfits']"
"4218",903,"i like the army but i would have rather joined the navy at least i would have had a better chance and gotten a better job in the navy.","white_long","[""It doesn't make any difference""]"
"4219",906,"a survey like this might help solve some problems that the gov. has in running a well organized army. it will give the gov some idea of the likes & dislikes of an individual soldier. it will aid in the uncertainty of the race problems.","white_long","['They should be in separate outfits']"
"4220",907,"the heating system in the barracks is lousy.","white_long","[""It doesn't make any difference""]"
"4221",908,"i have only been in the army a little over 2 months so i am  to answer some of the questions. on the whole i think the army is all right although there are a few inconveniences which you have to put up with. i think if a fellow does his best for the army he will get a fair break.","white_long","['They should be in separate outfits']"
"4222",909,"well i believe it a good idea to have the questionnaire to get a soldiers opioun of what he thinks of the army and just what his chances are. i happened to build ship's in civilian life and i liked my job so i tried for the air corp's ground crew because i wanted to work on motor's, and i also worked in a machine shop, and they put me in the medical corps. i also had an orchestra of my own and thought a lot of it, and i like music very much. so when i entered the army i wanted to get into the army band, I have inquired for 3 week's but  will help me. that is why I am  with my outfit I am terested in my work.","white_long","['They should be in separate outfits']"
"4223",910,"this pamphlet is a good idea if what we say is put to good use. another thing why so many questions on the negro. you would think that the negro situation is a very important item that the army is trying to control. perhaps it is - there should be more questions on beneficial suggestions from the men to our company commanders. all defense  have realized this and quite a few ideas have been brought forth. we should adopt the same policy in our own battalions.","white_long","['They should be in separate outfits']"
"4224",911,"i have answer these questions the best i could","white_long","['They should be in separate outfits']"
"4225",912,"in regard to choice of branch, chemical warfare would also possibly be a choice have en in the army long enough to develop pride in my company or demonstrate my capabilities.","white_long","['They should be in separate outfits']"
"4226",913,"there should be more negro drafted because they are causing to much trouble at home for the women and girls.","white_long","['They should be in separate outfits']"
"4227",914,"i do  any comments about this questionnaire. all i want is to pray to god and every body pray that this war will soon be over. i am trying to do my part and live right so that god will let me reach back home some day to my mother and father and my girl friend which will be my wife. this is my pray i pray.","white_long","['They should be in separate outfits']"
"4228",915,"i feel that all soldiers should have the same basic training, and be classified as to their job after this training.","white_long","['They should be in separate outfits']"
"4229",918,"this questionnaire is very simple and should get the honest and general opinion of most people. the food in the army, i find is s good as the public thinks it is.","white_long","['They should be in separate outfits']"
"4230",920,"at camp pickett here someone should do something about getting the railroad to run trains more often. boys living in new york have to pay $15.00 to get to washington and besides pay train fare to n.y. the only reason i would want to leave this camp is because of transportation. the railroad co. could very easily run right into camp. so that the boys could get home on a weekend pass.","white_long","[""It doesn't make any difference""]"
"4231",921,"too many men in the army think it is ir fight. they are all looking for a chance to stay in this country. after the war they will tell how they helped win is and get as much credit as the man who really fought.","white_long","['They should be in separate outfits']"
"4232",922,"i think it is a good idea about this questionnaire, because it shows that the army is interested in it is men and glad that they give us a chance to stay what we please about it. as for my self the army we have is the best and are treated the best of all nations.","white_long","['They should be in separate outfits']"
"4233",924,"to tell the truth i always did want to get in the army. now i do  it as much because of the outfit I am in and i did want to get in a livelier outfit. they treat us like babies in this outfit. as for the  they stink. i try to be a good soldier but its  they always  you out for nothing. the state i am in stinks also. the transportation is very bad from camp to town + to cities. the officers are okay ther  at all.","white_long","['They should be in separate outfits']"
"4234",925,"all i want is to get the hell out of the army","white_long","['They should be in separate outfits']"
"4235",927,"there been a truck driver and have had a license for 7 years. and would like to driv for the army. but there say i am to small. if i am big enfer for the army i do  y i can . for the army.","white_long","['They should be in separate outfits']"
"4236",928,"i think the negro is all right and we are  than them and i see  why they can  to the same p.x.  as white man and they do just as much for this country as we do","white_long","['Undecided']"
"4237",929,"the classification of a soldier could be a little better","white_long","['They should be in separate outfits']"
"4238",931,"i feel that fighting this war is a job that none of us like especially but it has to be done","white_long","['They should be in separate outfits']"
"4239",932,"i can  why i was  in the branch of the army that i was best fitted for. i am an experienced shipping clerk of 3 years experience and i wind up being in the medical corp. i feel that i could do much more better in the quartermaster corp. as a shipping clerk. i can  why they have a classification center spend all the time and money finding out what a fellow did in civilian life, and then turn around and send him the opposite of what his trade calls for. that has been my only regret here in the army. i hope somebody reads this so they will  some other fellow dissapointed. thanks for giving me a chance to express my feelings.","white_long","['They should be in separate outfits']"
"4240",933,"i think the idea of this questionnaire is very good.","white_long","['They should be in separate outfits']"
"4241",934,"there should be a better check on towns near army posts regarding prices. some taxies over charge soldiers for trip. if they think they can get by. it also seems that the government on somethings have there own way. in regards to doing somethings. when it seems to me that there would be a more logic way.","white_long","['They should be in separate outfits']"
"4242",937,"when they drafted me i was pretty well satisfied. but they did give you much choose as to the outfit you wanted to get into. or else i would  in the medical corp. but in the paratroopers where you can take part in something. i figure i am in this war to do some thing. an i can if they put me in something i like. because i do  the medical corp. so it does either of us  for being here.","white_long","['They should be in separate outfits']"
"4243",938,"i think this is an excellent way to find peoples opinion on these, really better than having the noncom officers to make reports, and also more accurate.","white_long","['They should be in separate outfits']"
"4244",939,"(63) together we will all ways have trouble","white_long","['They should be in separate outfits']"
"4245",940,"63. negro are of a separate race & color & i think should be kept partially if  separated from all white troops. due to back ground of different soldiers from different sections separation is very important in the army.","white_long","['They should be in separate outfits']"
"4246",942,"as i see it the army does  you much chance for recreation. maybe it is because i  in the army very long so i may be very much wrong. i do think though we should get a pass or a few days of of furlough each month if your work and other elements are satisfactory. certainly f  your best. I have been doing all that i can to do things right in the army but feel my loyalty is ing returned justly. i will be here for my basic training for 11 weeks. a 3 day pass could get me home for a short time. certainly, if i try my best i should be entitled to a furlough or pass for at least 3 days. after all my parents should be granted the privilege to see their sons at times. any person with reasoning can tell how a person feels if he tries. to do things right and then is ing treated fairly. certainly i know we must have discipline and order to have an excellent army but should be granted privileges when deserving. i have been in the army for a month. i hardly have time to write a few letters. certainly, we should be given sufficient time for that. this may be only with my basic training but i hope that it is better after that. i like the army very much. i like the different ways of training but it seems as though my free time is mple.","white_long","['They should be in separate outfits']"
"4247",945,"i thin when a fellow is drafted he should be sent to the part of the army he likes. because if he is sent to a part which he does  it would brake down his morale and he may  to do his part in that part of the army.","white_long","['They should be together in the same outfits']"
"4248",946,"well i do  the nogether out to stay close to gather they are ur coller,","white_long","['They should be in separate outfits']"
"4249",950,"why do  commanders follow t.o.  why can  be cut out in kitchens + some good meals cooked for once","white_long","['They should be in separate outfits']"
"4250",951,"no. 49. i have seen many men of good education and ability who are privates. in some divisions it is bility that counts; it is difference or agreement on opinions. a northern boy in a southern outfit, or visa versa, does  what he usually should have.","white_long","['They should be in separate outfits']"
"4251",952,"24 what i do in the army is worth while but there is so much time wasted thru indecision and red tape. our battery and combat training is worth while but we take all day for a half hours work - then find out it was wrong and have to do it over.","white_long","['They should be in separate outfits']"
"4252",954,"mess halls are inspected by officers very often but the meals are very seldom inspected & tasted by officers that will take any action to see that meals are prepared better.","white_long","['They should be in separate outfits']"
"4253",955,"a good idea, it gets the oppenion of verous differant people","white_long","['They should be in separate outfits']"
"4254",956,"when the war is over i think that ever body that wants to go home when they want to.","white_long","['They should be in separate outfits']"
"4255",957,"we have t barricks to sleep in and we nearly freze and they are ing nigores from my town.","white_long","['They should be in separate outfits']"
"4256",958,"i think the negro should have his rights as long as he stays in his place.","white_long","['They should be in separate outfits']"
"4257",959,"due to my physical condition the last few years, my age and personal feelings it it was possible i would rather put my service in, in the u.s.a. i feel that i would be more valueable here.","white_long","['They should be in separate outfits']"
"4258",960,"i have . their is one i like to know what good does it make by getting different opinion.","white_long","['They should be in separate outfits']"
"4259",961,"i think this questionnaire is a good idea, but our minds are flexible and some times we may feel a little different than we do at other times. the questions answered here will have to be taken with discretion or use a few broad minded view points on some subjects. as for my part all i can think of is getting out of the army and back to my family. i know this is  right attitude to take, but i was raised a ""peace maker"" and do  to participate in warfare. however if it is my duty and since I have been called I am going to go as far in the army as my conscience and my beliefs rights to god will let me go. i am a non-combatant.","white_long","['They should be in separate outfits']"
"4260",962,"in our co. we have some sports equipment, like footballs,  baseballs etc. but we do  a rec. hall which we would all like because a lot of the soldiers would like to go there if they had one.","white_long","['They should be in separate outfits']"
"4261",963,"in selecting noncoms officers show to much partiality & do  them acording to ability. if you are married or from his home state ok but if  do  so good.","white_long","['They should be in separate outfits']"
"4262",964,"why is it that we get plenty of food but the cooks do  enough interest in their work to prepare it properly, so that a person can eat it, most of the time it is either ne or it is burnt.","white_long","['They should be in separate outfits']"
"4263",966,"how come  for pleasure - es s,  off - ans. that one. i get fed up being caged in under orders. it is ridiculous, we are defeating our purpose, after all we are fighting for freedom of all angles - why be stupid & condemn a free agent even though in the armed service. when in combat i make allowances for being held in. but s news in u.s.a. papers how about putting fellows back in their own climatic environment.","white_long","['Other/No answer']"
"4264",968,"the people of america should always be on the alert, now and after the war, for fascists mongers, thereby preventing another war and fascism to develop. a true democracy must be maintained and equal rights for all! clear all slums, with national slum clearance projects, build government subsidized colleges for everybody, and nationalize all industries and railroads.","white_long","['They should be together in the same outfits']"
"4265",969,"52 - in the army the foremost morel is , but there are certain officers that support this idea. why?","white_long","['They should be in separate outfits']"
"4266",970,"the questionnaire is a fairly complete quiz. -- this outfit is fairly good but could be improved quite a bit. from personal observance, here are a few bad conditions -1- in order to cut down sick call the b.c.  gives all that make sick call 2 hrs extra duty at night. -2- saturday afternoon inspections. the men work long hours carrying out strenuous duties during the week, and then the b.c. has an inspection at 2 or 2:30 sat afternoon -3- the b.c. does  confidence in his non-coms or any one else. he is supreme and must figure out each little move for himself. this reflects all the way down to the lowest yard bird and results in dis harmony. 4- another point is that the non-comm ratings are  out around here on ability. if you have the right home address you are ok. this  goes for my outfit but the whole .","white_long","['They should be in separate outfits']"
"4267",972,"will have a damn butting commander that is  anything to the boys. we catch hell for every little thing we do. boys get sick & go to the med. when they came back, he gives them extra duty, & our passes we have a time getting passes, & all the boys hates him just like i do.  boys  to make something but know he just is  a damn. he does  how to handle men. he thinks his doing them good, but just doing  bad. the whole battion knows an boys in war butley catches hell.","white_long","['They should be in separate outfits']"
"4268",974,"i believe if men from the different sections of the country were kept in a division with boys from their own territory the army would be much more efficient. northerners are obviously hated by men from other parts of the country. in my outfit if a person does  to come from oklahoma, he has absolutely  to better himself. the way most of the boys who do  from that state feel in my outfit we would just as soon fight the okahomans as the japs. you can get an idea of the morale of the outfit.","white_long","['They should be in separate outfits']"
"4269",975,"we have a very poor bunch of btry officers. the btry. commandor is  of handling 156 men. the food we are receiving is very poor.  there is  of it. too much goat.","white_long","['They should be in separate outfits']"
"4270",976,"do  90 day wonders in a outfit that has had 20 some years service, they are too dumb  to teach the dumest private any thing","white_long","['They should be in separate outfits']"
"4271",977,"none.","white_long","['They should be in separate outfits']"
"4272",979,"it is my firm opinion that  outfit should be comprised mostly of men from their home state.","white_long","['They should be in separate outfits']"
"4273",981,"i think this questionnaire is a very good idea because it gives a man a chance to get his likes and dislikes about the army  into serious trouble","white_long","['They should be in separate outfits']"
"4274",982,"you take the majority of officers in the army once they have a conception of a boy in their outfit as he does something to get on his list as army slang puts it. it is hard to get anything. i always had a lot of ambition. in school i wanted to be ahead of class and i usually was there but it seems i just can  started in my battery. although i guess most of it is my own fualt.","white_long","['They should be in separate outfits']"
"4275",983,"you take the majority of officers in the army once they have a conception of a boy in their outfit as he does something to get on his list as army slang puts it, it is hard to get anything. i always had a lot of ambition. in school i wanted to be ahead of class and i usually was there but it seems i just can  started in my battery. although i guess most of it is my own fault.","white_long","['They should be in separate outfits']"
"4276",986,"i do think the food is poorly prepared in most cases","white_long","['They should be in separate outfits']"
"4277",989,"i do  it is fair for the solder to be able to go to the p.x. and buy things that people on the out side can . and if they can witch they do they should  it at half price. they get pay and good pay at that then maybe the people would try to treat them more respectful in towns and cities.","white_long","['They should be in separate outfits']"
"4278",990,"this test, while it is good as a general test, does llow for the length of service that a man has had in the army. giving a test of this type does llow the new recruit to answer truthfully or correctly. some of the multiple choice questions do llow for a great enough variation in opinion, more possible answers should be provided for each question. a question or questions as to things or characteristics of their camp that they like or dislike would be appropriate. most soldiers would welcome a chance to try to improve transportation between camps and nearby major communities. many questions seem to be only a matter of guesswork such as how long will the war last and others. lack of news of current problems limits the answers of most persons in the army -","white_long","['They should be in separate outfits']"
"4279",991,"in regard to question (18) i could come a commissioned officer on the basis of the work i am doing now. i was postmaster in a 4th class office, and very interested in my work. i would like to enter a school for   postal men. that would answer question (41) in regards to getting a better job after leaving the army.","white_long","[""It doesn't make any difference""]"
"4280",992,"i believe that after we win this war the beaten peoples must be given a chance to live the same as we will. in spite of our feelings towards them, we must treat them as human beings or completely destroy them. to punish them to severely is only to start the beginning of a future war, fostered by hatred. as an example, take the german people, they were drawn to hitler by their suffering and starvation, brought on by an unfair versailles treaty.","white_long","['They should be in separate outfits']"
"4281",994,"give sgt's and cpl's ratings to men who are educated and who have the ability and initive to lead men. uneducated men make poor leader's of men.  post commander, should take an effort to see that soldier's will have and must have fairly decent transportation to town and cities away from camp.  it is hell here at camp.  the army would do better if it had more ""west point"", officers.","white_long","['They should be in separate outfits']"
"4282",995,"i think it is a good idea, although it might take up more time to decide on some of the questions. i believe that if they are answered truthfully  or prejudice we would have a better understanding of the army, and the government can do more for the soldier's once they go over these questionares and answer each one with truth and honesty.","white_long","[""It doesn't make any difference""]"
"4283",996,"well i still believe that the white boy do  to sleep with the colored","white_long","['They should be in separate outfits']"
"4284",997,"in general this questionnaire is for the benefit of all soldiers, and i think they should answer every question to their own belief.","white_long","['They should be in separate outfits']"
"4285",998,"our  is non-combatant made up of mostly limited service men most of us have has  training and we have been here three months. we are all, or the greater part of us are former postal employees. i think we should have a chance to do  duty  in the a. p. o. s (after we have had basic training) and let the waac's  over our folio here. i do  they should send any members of the women's auxiliary forces across as long as they have men that can go (p#) i think everyone should get basic training on entering the forces because it will be helpful in later life.  even if we  it , it will help us physically and morally","white_long","['They should be in separate outfits']"
"4286",999,"the limit service boys should have a chance to get some kind of work they could do in defense plants so they could help win the war they want to do more that just do detail work al the time. most of the questions ar hard to decide upon. but they ar ok.","white_long","['They should be in separate outfits']"
"4287",1000,"i wood rather be closer home on acount of my fathers mothers health but i  solder ca't be where he wonts to now.","white_long","['They should be in separate outfits']"
"4288",1002,"i believe that about sixty-five percent of the soldiers get the branch of service they want to get into.  negro, in most cases, as individuals have a lower character and have lower morale than do the whites. i think they should be kept in different divisions.","white_long","['They should be in separate outfits']"
"4289",1003,"i think the training is to stiff for fellows just coming out of  life they should be tough gradually. one of my main agruments is why do we have so many old men in the army when there is younger men among this war is going to be one because of the young men because this war is a fast moving war to fast for a man over 35 years of age. the army as a hole i like it but some fellows that i have come in contact with dislike it very much they claim that one man in one outfit has more extra duty then other.","white_long","[""It doesn't make any difference""]"
"4290",1004,"i would say that it is  question of what people think as individuals but as a united body. we must all think and act alike to get action and results. it is the too many indifferences that hold and complicate matters. draft boards are placing men in the army who are physically unfit. why waste money and time? a closer examination should be given than that of today.","white_long","['Other/No answer']"
"4291",1005,"the army is  bad. it is a life that we have to get used to. the only trouble is the leaders are  their toes. they can  up their mind what they want you to do. they are too strict on certain things which do  all the attention they devote on it. you are n enough time to do all the things that are required of you.","white_long","['They should be in separate outfits']"
"4292",1006,"i think this questionnaire is ment all right and i pray for complete victory for us and the ones fighting with us.","white_long","['They should be in separate outfits']"
"4293",1007,"i  in the army long enough to make very many intelligent comments, but i have one which i think is important for the morale of groups.   in our camp there are several messes some have good food, others poor. this is in the preparation of the food. when a soldier goes to one mess, finds it clean, various assortments of , jams, and the such; better prepared food; cleaner eating facilities; etc. it makes him  dissatisfied with the place he is eating  i believe there should be restrictionsand qualifications on messes so that there would be  between the messes.","white_long","['They should be in separate outfits']"
"4294",1008,"personally, i think our draft system is all wet! i can see  value in taking boys out of high school. at least 50% of them will  & finish their education, and what this country is going to need after the war is men with as much education as it is possible to acquire. what chance then is a boy who has  had four high school years of english or mathematics? true, he may hold down a ""shop job"" for a little while but these jobs will peter out in time, and then our boys will be walking the streets just like they were after the last war. we certainly have plenty of older men to pick+i989:j989 from; why in our station we have so many men that the officers have more than they can humanly do, and give each man the training he deserves for over seas service. this idea which you have put into folder form is a marvelous think. it helps formulate opinions that are given from all over the country. if you intend to bide by this information which you receive from the hundreds of thousands of men, I am quite sure the majority of the men will be given all the opportunites for advancement and all the  privileges available. it must be true that a contented soldier is a good soldier for he has been given something to fight for. if there were more space available i would give you my views as i can see them as a private. most of the fellows feel for some reason or other that they can talk to me, and they certainly have some views that are ntioned in the aforementioned questionnaire.","white_long","['They should be together in the same outfits']"
"4295",1010,"i have  except that its a good idea if it helps out the common soldier.","white_long","['They should be in separate outfits']"
"4296",1011,"if the war ends in a complete allied victory the united states and great britian should avoid becoming imperialistic. if permanent peace is to be realized for the future generations each measure of political and economical importance concerning all coutries should be carefully weighed and analyzed so as to assure each nation a fair and just amount whether it be distribution of possessions or foreign trade. summing it all up each nations problems should be taken into consideration and dealt with accordingly and fairly.","white_long","['They should be in separate outfits']"
"4297",1013,"i think it has brought out about all points that is nessary.","white_long","['They should be in separate outfits']"
"4298",1014,"1: being an air cadet i think that there should be some part of it for our views. nothing has been said about us. 2: some of the questions were too general. 3: too many questions about negro & white relations. i suppose that in the south this is important, but in the rest of the country it is not; therefore less should be said about it. why so many questions on marriage? i think questions 36, 37, 38, & 39 could be incorporated into a single one, thus saving time and effort.","white_long","['They should be in separate outfits']"
"4299",1016,"what is the difference between colored people than white. why should they be treated any difference i do  why they are just as human & fighting for the same cause as the white. they allow the yellow race to be put with the white so what difference is it with colored. i think if we were all put together & really be friends instead of being separated we might win this war a little quicker with cooperation together.","white_long","[""It doesn't make any difference""]"
"4300",1018,"march 11. 1943","white_long","['They should be in separate outfits']"
"4301",1019,"what i think about this  mans army today is that they are too many officers in it and they spent to much time horseing around.","white_long","['They should be in separate outfits']"
"4302",1020,"i have en in the army long enough to give a fair answer to most of the questions.","white_long","['They should be in separate outfits']"
"4303",1022,"each post seems to have different regulations as to dress, passes etc. i think the war departemnt should unify such regulations. some c. offices whims are carried out in some pretty silly orders. this should be stopped - it hurts, the soldiers morale. the negro in america should e let known that he will benefit through this war. race problems, color lines down south, are a disgrace to our glorious cause. civilians in our country could help out by just a little bit more effort on their part to treat the soldier stationed near by like a person.","white_long","['Undecided']"
"4304",1023,"if the army needs men as bad as they say it seems that they would  in a camp where they are ed.","white_long","['They should be in separate outfits']"
"4305",1024,"if it is taken into serious consideration, i think some of the camps may have a chance to improve on their weak points.","white_long","['They should be in separate outfits']"
"4306",1025,"there should be a question on whether our preferene as well as our qualifications are every really considered for an army position. my answer would be no.","white_long","['They should be in separate outfits']"
"4307",1026,"i think it is a very good idea!","white_long","['They should be in separate outfits']"
"4308",1027,"in this camp there is know  but i do  where a white man has any more privileges that a negro that a negro has  privileges than a white man. even though i do think that they should eat in a separate room.","white_long","[""It doesn't make any difference""]"
"4309",1029,"there is one thing which i believe along with many of the other boys in the camp i am in now or anyother camp as far as that goes. and that is, i believe the president of the united states should pass a law providing that corporal's, sergeant's etc. will use  talk and  at his men. there are about half the men who are in charge who talk as if they have  any education in english at anytime. i along with the rest of the boys feel that if we are talked to in a fairly nice way, we would be much more willing to cooperate and feel more satisfied and at home in the army. there may be a law on how men can be talked to, but it certainly is , unless a private says something and then he gets  all over for it. i believe everyone should be treated the same. and if they are we will have a much better fighting force.","white_long","['They should be in separate outfits']"
"4310",1030,"its good","white_long","['They should be in separate outfits']"
"4311",1031,"there seems to be too many conflicting ideas in different camps what you learn at one camp is all wrong at the next camp. there is altogeater too much stress on details and  on accomplishments. when you are fighting you do things that bring the best results.","white_long","['They should be in separate outfits']"
"4312",1032,"it seems to me that the army would save time, money and trouble by sending men to their nearest b.t.c. for their particular branch of the service. this would also add to the morale of the civillians as well as the soldiers. in my own and practically every other soldiers care that i have talked to there was a b.t.c. under 100 miles from his own homes and of the branch of service they were in.  most soldiers are sent from 400 miles on up to take b. training, even after that; cases of where a soldier gets stationed even close to his home are very rare.","white_long","['They should be in separate outfits']"
"4313",1033,"i think that on this post us hard driling soldiers should have more rest. instead of listening to lectures until midnight and then when we do go to bed and to to sleep for about twenty minutes have a fire drill or air raid drill. and then get up avout 3.30 oclock and go on kp. i think that is all  bosh.","white_long","['They should be in separate outfits']"
"4314",1034,"i think this questionnaire is a good way to find out opinions of soldiers and if possible to correct some things to the betterment of the soldier.","white_long","['They should be together in the same outfits']"
"4315",1035,"to me i believe that negro should be treated just like us. i would just as soon be in with some negro as some of the american soldiers i have seen.","white_long","['They should be together in the same outfits']"
"4316",1036,"i have only been in the army for 2 weeks. i have liked it, but i do  why it is necessary to create conditions which give 95% of the men colds and after catching a cold they can  rid of it under these conditions. i am mostly referring to lack of sleep which was prevalent in my induction center as well as here at the hotel. i can  our why they get men out of their rooms in the middle of the night to answer all the silly little things they use as an excuse for what they do. it is in my opinion a waste of manpower, because very few of the men feel up to tow, consequently they can  their best. you can hear disgust coming from all mouths, because of this unnecessary condition. it gives a poor impression and even the canned excuse this it the army is .","white_long","['Other/No answer']"
"4317",1037,"i would like to see a little more regularity of schedule in this camp. i would like to know what i have to do for one day at least.","white_long","['They should be in separate outfits']"
"4318",1038,"its a good idea","white_long","['They should be in separate outfits']"
"4319",1039,"this war has affected us all very much, and  satisfied and the sooner this war is over the sooner we can have peace and better morale at home. if it ends quickly we may  a war among our allies but god help the politician and so-called government rulers if things do  soon because they can  on the soldier to side against their loved ones if they are under oath. i have been plain and frank as asked to be same as every other sane man in the services thanks for the chance to speak my piece. a soldier","white_long","['They should be in separate outfits']"
"4320",1040,"i think the questionnaire is ok. what i wrote is my honest opinion of army and after war life","white_long","['They should be in separate outfits']"
"4321",1041,"i think this is a very good idea because maybe somebody might suggest something useful. in this way you can get a general opinion of the army.","white_long","['They should be in separate outfits']"
"4322",1043,"we are going to blast the enemy off the map. i figure we should get some more men the foreign country. we should only keep enough men over here to guard this country so we can get this thing over","white_long","['They should be in separate outfits']"
"4323",1044,"the questionnaire is a good idea it gives a soldier a chance to say what he thinks about the army in general i myself would  the army, (it is training i enjoy) if at all possible a fellow could be placed with-in reach of his home. i honestly think if that were done, the fighting morale of a soldier would be increased. I am sure mine would, and others i have spoken too. to speak to my wife at this moment would make me march twice as hard tomorrow. if i saw her i could lick any ""nazi"" or ""jap"" what chance has a fellow 980 miles from home for something like that. if this was done, i could say i think army life is swell.","white_long","['They should be in separate outfits']"
"4324",1045,"like army life fine when get any basic training, and station where I will stay a while.","white_long","['They should be in separate outfits']"
"4325",1046,"i like the army fine except i can  my wife here. if the gov. would make arangements for that i think the army as a whole would be satified. i know that is and that impossible but i still think its a good idea. i get kind of worried sometimes but that is to be expected.","white_long","['They should be in separate outfits']"
"4326",1047,"i do lieve it fair as to the way the leaders are picked at this station. if a man is in good with the non-coms he is made a drill master. a drill master has the power to tell any other man to do any job he wishes them to do. the drill master is only a buck private and i do lieve has any athority over any other buck or first class private. most of the time the dm's are calling the men dirty names and if anything is said by the men to them. the men  get's a week k.p. or the guard house just for sticking up for his own rights.","white_long","['They should be in separate outfits']"
"4327",1050,"this army is only what we make it. we can make it good an we can make it bad.","white_long","['They should be in separate outfits']"
"4328",1051,"i think this questionnaire is a great idea. it brings out the feelings of an adverge american soldier. i think it should be done more often. say about every six months then the big shots in washington will have the feelings of american soldiers on file. i think the man or woman responsible for this idea be awarded something for his & her & find out more thing, about american soldiers i really go for this idea to make a short story shorter it to good to even describe in words the great work its doing i really was surprised to see so many american soldiers interested in the questionnaire. i thank you all who is responsible for my rights to say what i feel. ""thank you""","white_long","['They should be in separate outfits']"
"4329",1053,"on question 33. there will  a war in the next 25 yrs. if we completely crush our advesaries in this war. by doing this and maintaining a large army and navy, i can  and reason why there should be another war","white_long","['Undecided']"
"4330",1055,"training in this camp is  organized due to lack of friendliness or companionship  between non-coms & privates. i also believe the army should train a soldier in an army camp &  seashore resort.","white_long","['They should be in separate outfits']"
"4331",1056,"1. i think the morale of the enlisted man is superior to the officers.  2. i think the officers should be picked with greater care.  3. more men should be allowed to apply for aviation cadets and the other cadets.  4. cadet   should be lowered so as to gain more men for this important branch of the u.s.a.c.  5. the promises given by the army should to  out so as to give men the things they deserve for spending time in technical schools and specialized training.","white_long","[""It doesn't make any difference""]"
